avg_travel_time,std_travel_time,avg_wait,avg_queue,avg_delay,throughput,avg_speed
157.46,158.35,1264.17,107.84,9582.91,1.59,0.95
231.75,246.5,1383.4,116.45,12631.55,1.48,1.04
